idx,sign,k,p_bad
1305,1,6.0,0.9945385
1305,-1,6.0,0.9859634
941,1,0.5,0.28380278
941,-1,0.5,0.24476364
941,1,1.0,0.7264219
941,-1,1.0,0.7160469
941,1,2.0,0.93518716
941,-1,2.0,0.931376
941,1,3.0,0.97828215
941,-1,3.0,0.931376
941,1,4.0,0.9904841
941,-1,4.0,0.931376
941,1,6.0,0.9973673
941,-1,6.0,0.931376
685,1,0.5,0.1185418
685,-1,0.5,0.19827075
685,1,1.0,0.54140735
685,-1,1.0,0.57848793
685,1,2.0,0.87148046
685,-1,2.0,0.9425176
685,1,3.0,0.9432731
685,-1,3.0,0.9425176
685,1,4.0,0.97025
685,-1,4.0,0.9425176
685,1,6.0,0.9928047
685,-1,6.0,0.9425176
1226,1,0.5,0.6064641
1226,-1,0.5,0.45401996
1226,1,1.0,0.8866633
1226,-1,1.0,0.86373204
1226,1,2.0,0.9744718
1226,-1,2.0,0.9677088
1226,1,3.0,0.9910678
1226,-1,3.0,0.9677088
1226,1,4.0,0.9960445
1226,-1,4.0,0.9677088
1226,1,6.0,0.9991277
1226,-1,6.0,0.9677088
457,1,0.5,0.0010890485
457,-1,0.5,0.0076237293
457,1,1.0,0.010841949
457,-1,1.0,0.027651595
457,1,2.0,0.18094152
457,-1,2.0,0.1991135
457,1,3.0,0.59762204
457,-1,3.0,0.31943744
457,1,4.0,0.79826176
457,-1,4.0,0.31943744
457,1,6.0,0.95009863
457,-1,6.0,0.31943744
587,1,0.5,1.3784577e-06
587,-1,0.5,8.200492e-05
587,1,1.0,9.426509e-06
587,-1,1.0,0.00025488043
587,1,2.0,0.0004473253
587,-1,2.0,0.001941598
587,1,3.0,0.0048866672
587,-1,3.0,0.018429093
587,1,4.0,0.04603006
587,-1,4.0,0.026165484
587,1,6.0,0.49818015
587,-1,6.0,0.026165484
44,1,0.5,0.012728992
44,-1,0.5,0.005326835
44,1,1.0,0.08603228
44,-1,1.0,0.026618542
44,1,2.0,0.46681657
44,-1,2.0,0.41098303
44,1,3.0,0.7859726
44,-1,3.0,0.41098303
44,1,4.0,0.91142046
44,-1,4.0,0.41098303
44,1,6.0,0.97677284
44,-1,6.0,0.41098303
507,1,0.5,0.0006728319
507,-1,0.5,0.01385097
507,1,1.0,0.0029239864
507,-1,1.0,0.047980867
507,1,2.0,0.079542704
507,-1,2.0,0.6369913
507,1,3.0,0.3651837
507,-1,3.0,0.7709143
507,1,4.0,0.7088041
507,-1,4.0,0.7709143
507,1,6.0,0.9559717
507,-1,6.0,0.7709143
503,1,0.5,0.00030630856
503,-1,0.5,0.0019819078
503,1,1.0,0.0021631292
503,-1,1.0,0.007299449
503,1,2.0,0.058825623
503,-1,2.0,0.1389816
503,1,3.0,0.3908622
503,-1,3.0,0.76924324
503,1,4.0,0.7624474
503,-1,4.0,0.76924324
503,1,6.0,0.9597967
503,-1,6.0,0.76924324
437,1,0.5,4.5416084e-05
437,-1,0.5,1.5252249e-05
437,1,1.0,0.0002700419
437,-1,1.0,2.6910951e-05
437,1,2.0,0.0036045911
437,-1,2.0,0.00019455094
437,1,3.0,0.015633948
437,-1,3.0,0.0023076015
437,1,4.0,0.0512759
437,-1,4.0,0.019425733
437,1,6.0,0.27259302
437,-1,6.0,0.019425733
553,1,0.5,0.0006763576
553,-1,0.5,0.00068483193
553,1,1.0,0.006914629
553,-1,1.0,0.0031629882
553,1,2.0,0.1345722
553,-1,2.0,0.057436056
553,1,3.0,0.5322278
553,-1,3.0,0.71645814
553,1,4.0,0.7916306
553,-1,4.0,0.71645814
553,1,6.0,0.96910244
553,-1,6.0,0.71645814
798,1,0.5,0.1708964
798,-1,0.5,0.56160104
798,1,1.0,0.79485875
798,-1,1.0,0.89479095
798,1,2.0,0.94574046
798,-1,2.0,0.9340499
798,1,3.0,0.97884035
798,-1,3.0,0.9340499
798,1,4.0,0.9891628
798,-1,4.0,0.9340499
798,1,6.0,0.99662197
798,-1,6.0,0.9340499
272,1,0.5,0.18017928
272,-1,0.5,0.24586171
272,1,1.0,0.6988072
272,-1,1.0,0.8050968
272,1,2.0,0.9040536
272,-1,2.0,0.98655695
272,1,3.0,0.9627198
272,-1,3.0,0.98655695
272,1,4.0,0.983984
272,-1,4.0,0.98655695
272,1,6.0,0.99647516
272,-1,6.0,0.98655695
1110,1,0.5,0.01230598
1110,-1,0.5,0.012118185
1110,1,1.0,0.08925622
1110,-1,1.0,0.0333059
1110,1,2.0,0.59066874
1110,-1,2.0,0.52314764
1110,1,3.0,0.8682419
1110,-1,3.0,0.8737401
1110,1,4.0,0.9390284
1110,-1,4.0,0.8737401
1110,1,6.0,0.9866773
1110,-1,6.0,0.8737401
740,1,0.5,0.8107585
740,-1,0.5,0.37282303
740,1,1.0,0.91851175
740,-1,1.0,0.9060328
740,1,2.0,0.9663786
740,-1,2.0,0.994955
740,1,3.0,0.9866095
740,-1,3.0,0.994955
740,1,4.0,0.99417216
740,-1,4.0,0.994955
740,1,6.0,0.9985398
740,-1,6.0,0.994955
1516,1,0.5,0.048976522
1516,-1,0.5,0.09264109
1516,1,1.0,0.43509787
1516,-1,1.0,0.52549016
1516,1,2.0,0.83949596
1516,-1,2.0,0.9749679
1516,1,3.0,0.93901354
1516,-1,3.0,0.9749679
1516,1,4.0,0.972336
1516,-1,4.0,0.9749679
1516,1,6.0,0.99394196
1516,-1,6.0,0.9749679
519,1,0.5,0.002406745
519,-1,0.5,0.0028380603
519,1,1.0,0.01510432
519,-1,1.0,0.011862279
519,1,2.0,0.13375795
519,-1,2.0,0.14326723
519,1,3.0,0.37851062
519,-1,3.0,0.54647094
519,1,4.0,0.6003699
519,-1,4.0,0.54647094
519,1,6.0,0.93503565
519,-1,6.0,0.54647094
25,1,0.5,0.011281528
25,-1,0.5,0.063871935
25,1,1.0,0.0717944
25,-1,1.0,0.25354445
25,1,2.0,0.5871081
25,-1,2.0,0.93560725
25,1,3.0,0.8460743
25,-1,3.0,0.93560725
25,1,4.0,0.93062764
25,-1,4.0,0.93560725
25,1,6.0,0.98327404
25,-1,6.0,0.93560725
1118,1,0.5,0.084624484
1118,-1,0.5,0.070275344
1118,1,1.0,0.4665857
1118,-1,1.0,0.29142877
1118,1,2.0,0.807448
1118,-1,2.0,0.948811
1118,1,3.0,0.9220853
1118,-1,3.0,0.9517301
1118,1,4.0,0.96262205
1118,-1,4.0,0.9517301
1118,1,6.0,0.9914937
1118,-1,6.0,0.9517301
1126,1,0.5,0.00674118
1126,-1,0.5,0.03498888
1126,1,1.0,0.07719356
1126,-1,1.0,0.15158384
1126,1,2.0,0.59837085
1126,-1,2.0,0.9296277
1126,1,3.0,0.8578984
1126,-1,3.0,0.96229327
1126,1,4.0,0.93665886
1126,-1,4.0,0.96229327
1126,1,6.0,0.98535955
1126,-1,6.0,0.96229327
1012,1,0.5,0.001745914
1012,-1,0.5,5.226929e-05
1012,1,1.0,0.006488148
1012,-1,1.0,9.5377334e-05
1012,1,2.0,0.048227
1012,-1,2.0,0.002912701
1012,1,3.0,0.26112175
1012,-1,3.0,0.07096844
1012,1,4.0,0.65241677
1012,-1,4.0,0.7262543
1012,1,6.0,0.96724385
1012,-1,6.0,0.86227447
976,1,0.5,0.6973586
976,-1,0.5,0.78314096
976,1,1.0,0.9359261
976,-1,1.0,0.947571
976,1,2.0,0.985898
976,-1,2.0,0.947571
976,1,3.0,0.9957113
976,-1,3.0,0.947571
976,1,4.0,0.9984958
976,-1,4.0,0.947571
976,1,6.0,0.9996692
976,-1,6.0,0.947571
892,1,0.5,0.61439687
892,-1,0.5,0.59306055
892,1,1.0,0.8719708
892,-1,1.0,0.93947154
892,1,2.0,0.9634893
892,-1,2.0,0.9864698
892,1,3.0,0.9853011
892,-1,3.0,0.9864698
892,1,4.0,0.9935774
892,-1,4.0,0.9864698
892,1,6.0,0.99824023
892,-1,6.0,0.9864698
478,1,0.5,0.0011409583
478,-1,0.5,0.005880121
478,1,1.0,0.010743674
478,-1,1.0,0.022427818
478,1,2.0,0.24674685
478,-1,2.0,0.44262773
478,1,3.0,0.6898025
478,-1,3.0,0.8863794
478,1,4.0,0.8794098
478,-1,4.0,0.8863794
478,1,6.0,0.97619104
478,-1,6.0,0.8863794
1213,1,0.5,0.08972819
1213,-1,0.5,0.018475594
1213,1,1.0,0.27495095
1213,-1,1.0,0.16014189
1213,1,2.0,0.72080237
1213,-1,2.0,0.7205753
1213,1,3.0,0.881746
1213,-1,3.0,0.7205753
1213,1,4.0,0.9380773
1213,-1,4.0,0.7205753
1213,1,6.0,0.9865252
1213,-1,6.0,0.7205753
7,1,0.5,0.0005858029
7,-1,0.5,0.010300712
7,1,1.0,0.004008127
7,-1,1.0,0.038537845
7,1,2.0,0.09007959
7,-1,2.0,0.5480684
7,1,3.0,0.33112487
7,-1,3.0,0.6703569
7,1,4.0,0.63363653
7,-1,4.0,0.6703569
7,1,6.0,0.94619966
7,-1,6.0,0.6703569
717,1,0.5,0.46330106
717,-1,0.5,0.61439455
717,1,1.0,0.8253042
717,-1,1.0,0.9333052
717,1,2.0,0.9468108
717,-1,2.0,0.98489225
717,1,3.0,0.97840756
717,-1,3.0,0.98489225
717,1,4.0,0.98907685
717,-1,4.0,0.98489225
717,1,6.0,0.9971969
717,-1,6.0,0.98489225
1050,1,0.5,1.5988271e-06
1050,-1,0.5,7.828471e-06
1050,1,1.0,1.2916432e-05
1050,-1,1.0,1.9140294e-05
1050,1,2.0,0.00047708466
1050,-1,2.0,0.00016438439
1050,1,3.0,0.0045079626
1050,-1,3.0,0.0018569203
1050,1,4.0,0.03510323
1050,-1,4.0,0.022397874
1050,1,6.0,0.265715
1050,-1,6.0,0.023133796
1026,1,0.5,3.1792922e-09
1026,-1,0.5,2.2634797e-08
1026,1,1.0,7.3703825e-09
1026,-1,1.0,5.4210215e-08
1026,1,2.0,1.6403278e-07
1026,-1,2.0,8.1598614e-07
1026,1,3.0,2.471919e-06
1026,-1,3.0,1.6759663e-05
1026,1,4.0,2.78475e-05
1026,-1,4.0,0.000292622
1026,1,6.0,0.0017632464
1026,-1,6.0,0.00442574
1535,1,0.5,0.16418944
1535,-1,0.5,0.15408106
1535,1,1.0,0.5752695
1535,-1,1.0,0.48292798
1535,1,2.0,0.84031403
1535,-1,2.0,0.9591918
1535,1,3.0,0.92714065
1535,-1,3.0,0.9591918
1535,1,4.0,0.96141905
1535,-1,4.0,0.9591918
1535,1,6.0,0.9911935
1535,-1,6.0,0.9591918
843,1,0.5,0.42762142
843,-1,0.5,0.44971293
843,1,1.0,0.82987934
843,-1,1.0,0.9217235
843,1,2.0,0.9284988
843,-1,2.0,0.9943667
843,1,3.0,0.9707136
843,-1,3.0,0.9943667
843,1,4.0,0.98757774
843,-1,4.0,0.9943667
843,1,6.0,0.99745184
843,-1,6.0,0.9943667
67,1,0.5,0.677571
67,-1,0.5,0.704505
67,1,1.0,0.90418035
67,-1,1.0,0.93978083
67,1,2.0,0.97796375
67,-1,2.0,0.9751788
67,1,3.0,0.99191016
67,-1,3.0,0.9751788
67,1,4.0,0.9963008
67,-1,4.0,0.9751788
67,1,6.0,0.9990183
67,-1,6.0,0.9751788
770,1,0.5,0.21440823
770,-1,0.5,0.107026175
770,1,1.0,0.6984599
770,-1,1.0,0.6060635
770,1,2.0,0.8903771
770,-1,2.0,0.9863738
770,1,3.0,0.9582248
770,-1,3.0,0.9863738
770,1,4.0,0.9810332
770,-1,4.0,0.9863738
770,1,6.0,0.9957765
770,-1,6.0,0.9863738
946,1,0.5,0.23624402
946,-1,0.5,0.21238542
946,1,1.0,0.7952391
946,-1,1.0,0.7007092
946,1,2.0,0.95560116
946,-1,2.0,0.94053584
946,1,3.0,0.9852417
946,-1,3.0,0.94053584
946,1,4.0,0.9935707
946,-1,4.0,0.94053584
946,1,6.0,0.9984261
946,-1,6.0,0.94053584
312,1,0.5,0.21591158
312,-1,0.5,0.52509046
312,1,1.0,0.75876015
312,-1,1.0,0.9143292
312,1,2.0,0.9112513
312,-1,2.0,0.9876545
312,1,3.0,0.96631485
312,-1,3.0,0.9876545
312,1,4.0,0.98547643
312,-1,4.0,0.9876545
312,1,6.0,0.99679923
312,-1,6.0,0.9876545
1083,1,0.5,0.00085286185
1083,-1,0.5,0.0009785389
1083,1,1.0,0.007824642
1083,-1,1.0,0.0030407244
1083,1,2.0,0.109674916
1083,-1,2.0,0.03662547
1083,1,3.0,0.4726516
1083,-1,3.0,0.37005833
1083,1,4.0,0.7459126
1083,-1,4.0,0.47178724
1083,1,6.0,0.9653185
1083,-1,6.0,0.47178724
1388,1,0.5,0.002325364
1388,-1,0.5,0.0052567
1388,1,1.0,0.022694906
1388,-1,1.0,0.012268511
1388,1,2.0,0.19693655
1388,-1,2.0,0.089898236
1388,1,3.0,0.4770387
1388,-1,3.0,0.4080979
1388,1,4.0,0.7741089
1388,-1,4.0,0.4080979
1388,1,6.0,0.96273935
1388,-1,6.0,0.4080979
1034,1,0.5,4.341066e-09
1034,-1,0.5,3.4022253e-08
1034,1,1.0,8.5141165e-09
1034,-1,1.0,6.243031e-08
1034,1,2.0,2.7815778e-07
1034,-1,2.0,5.0483055e-07
1034,1,3.0,4.38782e-06
1034,-1,3.0,8.921654e-06
1034,1,4.0,4.4753364e-05
1034,-1,4.0,0.000144207
1034,1,6.0,0.003534836
1034,-1,6.0,0.0027733694
1168,1,0.5,0.45218384
1168,-1,0.5,0.10356426
1168,1,1.0,0.7813974
1168,-1,1.0,0.5754579
1168,1,2.0,0.92141235
1168,-1,2.0,0.98791456
1168,1,3.0,0.9685676
1168,-1,3.0,0.98791456
1168,1,4.0,0.98617214
1168,-1,4.0,0.98791456
1168,1,6.0,0.99705255
1168,-1,6.0,0.98791456
1442,1,0.5,3.622041e-05
1442,-1,0.5,0.00029330375
1442,1,1.0,0.00021802698
1442,-1,1.0,0.0010056867
1442,1,2.0,0.008245271
1442,-1,2.0,0.01797252
1442,1,3.0,0.1018033
1442,-1,3.0,0.31478217
1442,1,4.0,0.3988997
1442,-1,4.0,0.31478217
1442,1,6.0,0.8961135
1442,-1,6.0,0.31478217
986,1,0.5,0.5869821
986,-1,0.5,0.7064874
986,1,1.0,0.92530185
986,-1,1.0,0.8838585
986,1,2.0,0.98635024
986,-1,2.0,0.8838585
986,1,3.0,0.99596393
986,-1,3.0,0.8838585
986,1,4.0,0.99842864
986,-1,4.0,0.8838585
986,1,6.0,0.999589
986,-1,6.0,0.8838585
1436,1,0.5,0.003326013
1436,-1,0.5,0.0010571021
1436,1,1.0,0.028214436
1436,-1,1.0,0.0030646066
1436,1,2.0,0.20470187
1436,-1,2.0,0.038892087
1436,1,3.0,0.4401393
1436,-1,3.0,0.41776642
1436,1,4.0,0.73761964
1436,-1,4.0,0.42194295
1436,1,6.0,0.9642802
1436,-1,6.0,0.42194295
181,1,0.5,0.00032844328
181,-1,0.5,0.0075192153
181,1,1.0,0.0045170845
181,-1,1.0,0.02415244
181,1,2.0,0.21433994
181,-1,2.0,0.3224984
181,1,3.0,0.71725935
181,-1,3.0,0.8000125
181,1,4.0,0.90636563
181,-1,4.0,0.8000125
181,1,6.0,0.9797738
181,-1,6.0,0.8000125
938,1,0.5,0.16710769
938,-1,0.5,0.2918292
938,1,1.0,0.68101513
938,-1,1.0,0.82790136
938,1,2.0,0.9177646
938,-1,2.0,0.97863734
938,1,3.0,0.96640813
938,-1,3.0,0.97863734
938,1,4.0,0.98439634
938,-1,4.0,0.97863734
938,1,6.0,0.99679035
938,-1,6.0,0.97863734
940,1,0.5,0.18367556
940,-1,0.5,0.36331692
940,1,1.0,0.7048704
940,-1,1.0,0.8370552
940,1,2.0,0.9214534
940,-1,2.0,0.9633253
940,1,3.0,0.9731641
940,-1,3.0,0.9633253
940,1,4.0,0.9881031
940,-1,4.0,0.9633253
940,1,6.0,0.99686533
940,-1,6.0,0.9633253
176,1,0.5,0.0025573422
176,-1,0.5,0.010371775
176,1,1.0,0.0036431088
176,-1,1.0,0.031616885
176,1,2.0,0.08813768
176,-1,2.0,0.306088
176,1,3.0,0.38350305
176,-1,3.0,0.306088
176,1,4.0,0.6499527
176,-1,4.0,0.306088
176,1,6.0,0.9159696
176,-1,6.0,0.306088
872,1,0.5,0.023302589
872,-1,0.5,0.63322854
872,1,1.0,0.5030577
872,-1,1.0,0.94149303
872,1,2.0,0.89156353
872,-1,2.0,0.97122586
872,1,3.0,0.9566861
872,-1,3.0,0.97122586
872,1,4.0,0.9800985
872,-1,4.0,0.97122586
872,1,6.0,0.9952095
872,-1,6.0,0.97122586
